formula,target
Ge1La2Mg1O6,6.049494999999999
Rb2S1,2.867654
Rb16Sn16,1.121672
Ir8Se12Sn12,0.977999
Cu1N2Ta1,1.3552800000000005
Ca4O8Pb2,2.516177
Ga12Te12,1.875982
C8Cs4H4N8O4Pt2,2.489668
Al2Be2La6S14,3.035312
Ag4O20Se4V4,1.564451
F8Pd2Sr2,3.449936
As4Ba8Ga4Se20,2.503165
Fe4Mg3O24V6,3.418229
Cs8F24Mn4Pd2,3.2336020000000003
As2Ge1Te4,0.5727590000000005
Au4Ba2P8,0.7246999999999995
Bi4Cl6Fe2O14Se4,3.042019
Li12Mo2N8,3.937998
Cl12O4V4,3.745979
Cu2K4Sb2,1.804295
Ca1Cu3O12Sn4,2.771941
Ag4I8Zn2,3.174983
Ca6O14Ti4,3.744895000000001
Hg1K4P2,1.560765
P8S28,2.898073
Fe2O8V2,3.520204
C16Si16,2.898365
Br4Mn1Rb2,3.668277
Au1F6K1,4.076593
Cl28O4S4Ta4,3.959693
Cl6H12La2O18,4.454084
Cu4Li12O12,2.783801
Bi4Cs4Pd2,0.79377
Hf8O16,5.759673
H4Mg2O16S4,5.28832
Ag4O24Sr2V8,3.045519
F6Na1Rb2Rh1,4.297385
Mo4O8Rb8S8,2.9195555
Ba4Cu2O12Te2,2.736893
H12O18Rb2Se2V2,4.133687
In1Sb1,0.012468
Cs4S6,2.41078
O8S16Sb16,1.76123
Ba2Br1N1,1.959626
Ba2Cu2Na4O16V4,3.515819
Cu4Ge2O8,2.960639
Cs8In8Te16,2.082983
Sc1Te2Tl1,0.700306
Ge1Li2Zn1,0.369788
F2H8Mn2O10P2,5.599137
Co4K4O8,3.17566
P1Y1,0.102215
Cl2H8Na2O12,7.232065
In4P12Sr12,1.463006
Se6Sn2Tl8,0.26793
Fe1K1Mo2O8,3.621278
Ga4Ge2Li4S12,3.545917
Li12N16Sr8Ta4,3.145308
Na20P12Sn4,1.674998
K4O12Sb4,2.467165
Cs4Cu4S10Sb4,2.13655
Al6Cd4O12S1,4.30166
La2O18Sb6,3.299536
F6K1P1,9.464837
Cu4Li4O4,2.7413945
Br8N24,3.229206
B4Cd4O10,4.1482725
S4Sr2,2.349565
Li4O10Si2V2,3.590594
Bi4O24P4Zn8,4.261441
Lu1Ni1Sb1,0.35731
Al2Cl16Nb2,3.208821
Cu2H24N4O12Sn2,4.035268
Mn6Na4O14,2.905996
O3Sn1Sr1,2.577727
Ca2Ge4O12Zn2,4.022476
Cs4Ge2S8,3.321253
Hg4O4,2.376175
Ba2I1Na1O6,3.924027
Cl6K4N6O10Os2,3.475205
Be2In2La6S14,2.472746
As2K6,0.615704
Cr2Li2O16W4,3.341587
As4Cs12Se16,2.274952
As12Sn3Sr14,1.423423
Cl10Cs3O1Re2,0.881632
Ag4K4N8O24,4.197526
C4Cl4N4O8S8,3.808706
Na5O6Re1,3.467592
Fe4Se8,1.2555959999999995
H14I2O20S2,4.282414
B4Na4Se14,2.4300420000000003
As8Ba4Ge8,0.5803659999999997
Cs4P4Pb4S16,3.293629
O12Pd2Sr8,3.212888
Au1C2Rb1,2.97581
Ag2Cl4Cs2,3.693911500000001
Cl18P2Ti2,3.503625
Cd4K8O8,2.575164
As4Co4Li4O16,3.67756
Cl7K3Mn2,4.095724
Ca8N12V4,2.561744
I18Rb6V6,3.701129
Ba8Ga4S14,3.543697
Cu20O16Rb12,2.928149
B2I6,3.603531
Cl20P4,3.221382
Cs12Ga2K6Sb8,1.221324
Ga12Na8Sb12,0.662247
Cs4Pd2Sb4,1.359486
H4K4Mn6O20V4,3.106925
Ga8O14Sr2,3.978773
Cl24Ga4O8Re4,3.110625
Ba2Mo4O24P4,4.006198
Cr8Mo12O48,3.733653
Ge4Se4,1.257953
B2Cr2O6,3.738283
Mo6O18Tl2,1.230448
Ba1O3Sn1,1.884762
Bi6Cu2Pb2S12,1.397586
I14Se2Ta6,1.246407
B4Be4Ca2F2K2O12,7.025251000000001
Ba4O36V16,2.420056
O24P4Pb4V4,3.316642
Cs12Cu8I20,3.656035
K2La2Se8Si2,2.968557
Ba8In4Se10Te4,2.566691
I8S2Tl12,2.266902
B1Be2F2O3Rb1,7.676974
Na2S14Si2Y6,3.237942
C2K2Pd1,2.172774
Cs4O12,0.042338
Cu2Mn1S4Sn1,1.049735
Au4Cl32P4,3.0784260000000003
Ca4Fe4O8,2.981795
La1Na1Se2,2.863694
Cs2H4O8P2,6.996327
C8H12O14Sr2,4.284822
Ce2O28P10,4.649643
Co4I4N8O8,2.507427
C16O8Se4,2.212301
In2K4Na2P4,1.766197
Ba6O18Si6,3.880355
Ga2K6O6,3.952234
As2Sn2Sr1,0.0414259999999995
C4H16Li4N4O8S4,5.551936
As4Ba2O12,4.406609
Cu3H6O11V2,3.056614
Ga4Ge2Na4S12,3.701778
O24Pb12W4,3.143025
Ba6Ca2O18Ru4,2.646017
Bi2Cl8Hg3S2,3.940313
Cl12Pd12S12,1.93201
C8H12Na4O14,4.200204
Cl10Co2Tl6,3.669795
Li8N4Sr2,1.827101
In8K8S16,3.066471
Cs1K2Sb1,1.430175
Cr4La4O12,4.138675
Cl8N16S16,3.517189
O32S64Sb64,1.894982
H8O8,6.834356
Cs4Se6Sn2,2.655796
Ba2Bi2Cu2,0.136339
K2Li6O8Pb2,2.753203
Al4Ca10Sb12,0.598217
Cl4Cu4Hg4Se4,1.740209
Mn6O20Se6,1.101746
Cr8O28Rb8,4.016612
Ni1Se4V2,0.480888
La4S10Sn2,0.390332
As8K8O24,4.805093
Ag6P4S16Y2,2.985139
Cd1Na4P2,1.401404
Ag4Pb4S12Sb4,1.557504
I8Pd4,1.690469
Cd2I12In8,1.978982
As4K4Se8,2.264428
Cs12In4O12,3.443748
I2Li2O8Zn2,4.416437
C8Cu2O8,2.552491
Cr2Fe1Se4,0.510062
Pd1Rb2Se2,1.654981
Ba1Mn2O14Si4Sr2,3.153453
H1Na1,4.854205
Ba2Rh4Si18,0.4353479999999994
Bi4Rh4Se4,0.572089
Cr4F16Na8,3.821802
As6Cr6O24,3.833303
Br16K4Tl4,2.626213
Cl2F2O2Pb4,3.530253
Li8Mn4S16Sn4,2.875785
Ag2Fe2O4,2.2485215
Ca4P4Se12,3.0917860000000004
Na2O12Si4Ti2,2.438963
Cs8P4Pd2Se16,2.320807
I2O12Pb2Rb2,2.721519
H10N2O14Se4V2,2.473364
As1In1,0.095286
Mn1O6Sb1Sr2,1.201221
O16P4Sr2Ti2,4.088319
K4S20Sb4Sn6,2.418201
Br7S1Ta3,1.563451
Ba8Bi4O24Ru4,0.570269
S12Sc8,2.399295
Pb16Rb16,0.666227
Br4Cl4Cu2Rb4,2.340987
Ga12Os4,1.173723
H2Li8N2,3.0070415
Cu1La1O2,4.024591
H8N8O20Sr4,4.111479
Br8Sn4,3.278355
Ag4Al4Cs4F24,2.143879
Cl6Ir2Te12,1.634728
As4H4Hg6O16,3.352638
H8Li3N4Na1,3.157142
Au8Br8Se8,0.949673
F6Fe1Zr1,3.659929
Al4Ca12Sb12,0.7945980000000006
Ba4S20Sn8,2.399633
Cd2In4O8,2.4395015
Ba1Cr2O14P4,4.403192000000001
Hg4O8W2,2.438019
Al2Cl8Sb10Se10,1.832722
As4Br4Cd4Hg4,1.725218
La4O10Pd4,2.848744
Cl8S2W2,2.843353
Ba1Li2Mn1O8V2,3.417657
Fe4K12O16,1.862136
Ba12Br4Fe4S16,2.253771
Ba3O6Zn3,3.931931000000001
Ga2Se4Tl2,1.076758
F4Fe2,3.628333
Au4I16K4,1.246411
K12Ni4O8,3.013579
Br24Si12,3.374948
Bi1F3,5.651168
Cl4H4O12Pb12,3.064233
Cs2S2,2.770729
Al2C2Mg1,2.520752
Cu6K4O24Se8,3.436554
Cd8K2O24V6,3.732149
N1Na1O2,4.413895
Cr2Li2Mo4O16,3.667825
Ba4Lu8Se16,2.199
C12Cu4F12O12,4.492926
Co4F8,4.82131
Ba4Ga2In2O10,2.726677
F8Se8Y8,3.1155160000000004
C2F2O6Tl6,3.696272
O12Ru2Sr4,1.3265980000000002
Cl12Hg4Tl4,3.643399
Cd1O6V2,3.164899
Au2K2Se4,1.681404
Cr2I4,2.05708
K2Pt1Te2,1.382158
C12O12Ru4Se4,3.179814
Cs2Pt4Se6,1.67051
Se4W2,1.89962
F4Hg1Rb2,3.614911
H8Mn8O16,2.951965
Fe2H4O10V2,3.40725
Cl1Fe2H3O12Te4,3.250069
Au4Cl4,3.026988
Ag8Bi4O12,1.158095
Ag4Na4O12S8,3.95316
Ag8C16O16,2.428665
Fe8O16Si4,2.0427720000000003
C10N8,7.053225
Be24P16,1.468813
Co2Rh4S8,1.351471
Ga2In2Se4,0.261163
Cd2Cs2Se6Y2,3.037386
As2H8O12Zn3,4.926454
Li8P56,2.363283
H2N6O2Zn2,4.354353
In4O12Rh4,2.089507
B4Cs12S12,3.529535
Cl6Rb2Sn1,3.785794
Ba6Cl2In2S8,3.782858
Cu2Se6Tl2Zr2,1.119125
Br4Nb2O2,1.843987
In4S24Sc12,1.415684
Cu2H12N8O8,3.153209
Ni4O12Se4,4.259868
In4Li4Se12Si2,2.288208
Cu4Ge2S8Zn2,1.629635
O12Pt2Sr6Zn2,4.270311
O8Pb6,1.596743
Cl4H8O12Zn2,4.160859
La4O14Ti4,4.075338
Cu4P8,1.593691
K4O10S4,1.660732
Cu4K2S8V2,2.027602
Ba2Te6,1.398796
Cl4N1Re1,1.935561
Ga8K16P16,1.850281
Ge12O32Zn8,4.137579
P28Pb4,1.360736
C8N8Ni2Tl4,3.502572
B6K2O18Zn8,4.87848
Cs1Cu2Sc3Te6,0.819708
Al8Ca12N16,3.3791630000000006
Br12Ta2Te4,1.64154
Ca2Li4O14Ta4,3.92393
Cl24N2P4Ta2,4.116833
K2P2Se10Ti2,1.686717
In1P1,1.116432
Ag4Ge2Pb2S8,2.282968
Cd2Cu4Ge2S8,1.519499
Cu1O14S2Te2Y2,3.881751
Ge4Na8S12,3.548805
F2N2Ti2,1.528893
Al4Cl16N4S8,3.119265
Ca4O12Pd2W2,2.408534
Cd1Cl3Cs1,3.052211
Al2F6,10.0376775
Br2I2,2.209218
F8H16N4O4Zn2,7.074359
Au4C4Cl12S8,2.942705
Cl4Co2O12Se4Sr4,4.636135
Cu3Se4Ta1,2.505716
Cl12Hg4Na4,3.906731
As4Ba4Cd2,0.9879520000000002
Ba4Bi3Na1O12,1.584317
Bi2O3,1.963719
K1N1O3,4.987877
Cd4Na4O16P4,4.7278655
K4O6Sn4,2.003826
As4Ge2Zn2,0.8350529999999998
B4Co8Fe4O20,2.167551
Au4C8Cs4N8S8,4.121359
Br18Nb6Tl4,1.484279
B2Cs6P4,2.443949
Mn12O48P12Sr4,1.199174
O36V8Zn16,3.550067
C6Fe1H12N8O8,2.580876
Ni2O12Sb4,2.856266
Ba4F2In2O6,3.458318
As12Ca12Ga4,0.9374269999999996
B6Co4O13,4.8197030000000005
Na2P30,2.142175
Cl2Nb2O16Pb4Se4,3.309028
Cu6K6S16Ta4,3.245207
H8I6N2O18,3.304714
Br1Cl14P3,2.6564140000000003
Cl24Ga4N4Se8,2.373464
Ba8O20Tl8,0.316901
Ag2Al2O4,2.884742
Cl22N2Re4S4,1.885224
Cl18P2V2,2.55742
Cl2F12K6Re2,4.193285
B16S32,3.647721
Mo2N2Na10O8,3.792601
N6Tl2,1.988743
Fe2O6Ti2,1.931199
H2I2O8Zn2,4.84814
Cs2Hf1I6,3.089765
Cs4Cu4Se8Ti2,2.317761
Hg1In2Se4,1.382639
F10Mn2Rb4,3.556437
Ca6N6V2,1.918711
Cd6Cs4Te8,2.288363
Br4Cu4O12Sr4Te2,3.550751
Ag2Cd4Ga2S8,2.092385
Ga1N5O14,3.235821
Ge16Sr8,0.733377
Bi4N4O24Te4,4.274408
Cl14Fe2Te2,0.74224
Ca8Ge8In4Li4,0.35493
Cu6Fe1S8Sn2,0.317631
As8La4,0.53547
B2K2O6Zr1,5.22988
Co4Fe4O20P4,3.063242
Au2Cl8Tl2,2.702188
Ge4N12Sr10,2.406583
H12N16Pd2,2.589829
Ir4P8,1.169288
C3N6Sr3,4.383291
Cl12Cs4Sn4,3.166077
K2Li2O4Zn2,3.872103
Cs4Pt2Sb4,1.299241
Cu6Fe8La2O24,1.943087
As8Ba8Se20,1.546646
Ba3Ga2Ge4O14,3.808892
K8N16O32Pd4,4.000714
Al4Cl24I12,2.690537
C8H4K4O16,4.76252
As2Cd1K4,1.272741
Ba1P2Zn2,0.410171
C12Cl6O12Os3Si2,3.484728
Ag4Cl4O16,4.923812
Co8Sn12Te12,1.033563
N6P2Zn4,4.360119
Hg4O14Ru4,0.091571
Hf4O28V8,3.735462
Au4S2,3.011456
Br4In4O12Te4,4.161419
Ag2S4Sn1Zn1,1.217172
Cu4Rb2S8V2,2.054573
Cr1H18I7N6,2.543352
H6La1O12P3,7.186293999999999
Cr1Cs1P2S7,2.616896
Pd24Se24,0.953772
Ag2As1K1O4,1.711205
C6Fe2H6O12,3.297546
Hg6Rb4S16Sn4,2.652063
Cu4O12Se4,2.894107
Ag4Ge2S6,1.402822
Fe16Ni8O32,2.222574
Ir4N8,1.140953
Hg2Se4Sn1,0.947482
C5H9Lu1N2O8,6.285004000000001
I10K2Sn4,2.230023
Br4O16W4Y4,3.550914
As2Li6,1.221675
N2O4Sr2Ta2,1.983797
Ba3F2In2O5,3.029197
Cu6I6Se18,2.053343
Co8O12Rb8,2.777153
Ba9O18Sb6,3.875721
Cl20Cr4O4Rb8,1.908735
F2O6Sc2Se2,5.03619
Ag12O16Sb4,0.966061
Cd2O2,1.093687
La2O2Te1,2.910867
As2Li2S4,0.8599560000000004
F24Ge10,5.657986
O28Tc8,4.243993
P8S26V4,2.190796
Cl2Mo2O8Y2,3.592327
Al2K12Na6Sb8,1.28874
Bi2Cl2F16,3.883864
Cr1Cs1H8N2O8,3.162046
Co2O6Sr4,3.310278
Bi3Cl5O10Te4,3.347724
H12O18S2Tl2V2,3.756861
S2Sn1,2.3178265
Ba2Mn1O6Te1,1.780556
C4O4Rb2,4.245498
Co1O6Pb2W1,2.464149
Ag4Cl12Rb8,4.4043220000000005
Cs16Sb16,1.074472
As8Ba4Zn8,0.7690459999999999
B2Be4F4O6Rb2,7.666955
Ba8Bi8Se24,1.1106130000000003
Li4O12Rb4Zn8,3.711327
S4Tl3V1,2.700993
Co8S8Sb8,1.234413
Au2K2Se2,2.726365
Al2Cs12Sb6,1.0442270000000002
Cu4K2Se9Y4,1.766265
Be2Li2Sb2,1.3890260000000003
C4Cl12H12Te4,3.622728
Cu4La8S16,2.590700000000001
As6H4Na2O18,4.394046
Cu2Rb4S8Ta2,3.357602
Ca4Ge4Mg4,0.312143
Br2Cl2,3.040209
Br16Ge8,3.054048
As12Cs20Si4,1.258438
C8Ca2Cu2H8O16,4.013249
Br4Fe1Li2,3.429566
F14Rb6Ti2,4.598932
Cr4S4,1.922324
Cr2Li2O14P4,4.150241
Ba12P16Sn8,1.328449
Bi2P4S12Tl2,2.677788
Ga4Na12Se12,3.102034
Br16N8P8,4.336784
Ba2Pd2S4,1.40462
Hf1O2,5.236878
Cl6Pb1Rb2,2.240401
F40Os8,2.939499
H4I4O4Pb4,3.646994
Cl18W3,2.536116
Ge3I6,2.696166
Ge8Rb8S20,3.387251
Lu1Rb1S2,3.315142
Ba6C6Ir2N6,1.239799
Cs4F24Fe8,1.329327
I4K8O18,3.831403
C8Sr4,3.474949
K2O13Ti6,4.035234
Ce2Lu2S6,1.3978070000000002
F4In4O4,2.72434
Bi4C4Ca4F4O16,3.792248
La12Lu4Se24,1.106423
Br6Fe2,2.363459
Br1Na1,5.317755
Ge12S24,3.374857
Ga4I16Li4,3.467446
Cu2F8Na4,4.835847
Hg16I32,1.912826
Hf2I2N2,1.773484
Al4Bi4Cl16Se4,3.431199
Ag10As6Cu2O22,1.923583
F4O24S4Tc4,4.358105
Bi2C8N8Rb2S8,3.514585
Cd2H8Na4O20Se4,4.764146
B4Ba2Cu2O10,3.728882
C16K2O16Y2,3.700961
Hg2K12Se8,2.153906
Ca2F12Li2Ni2,3.443332
La4O12Ti4,0.944514
K2N6,5.531075
O14Sr2V6,3.683734
Cr4O16V4,3.384773
C4Cu2K2,3.1671620000000003
Ca4Ga4O10,3.672541
Cd4O8Sn2,1.771079
Bi4Cs12Se12,2.774554
O8Tl4W2,3.655414
Al2Bi2Br12,3.565078
Bi2Ga2In4S12,2.651886
Cl2N2O12,3.27793
Cl2Cu4H6O6,3.157627
O14P4V2,4.115804
As4Ba4O24V4,3.898394
Cu2F8Sr2,5.030977
Ca8Mn16O32,3.482074
Bi3Na1O10V2,3.51774
Al4Bi8Br4Cl16Te8,1.516246
Mo2O8Zn2,3.044245
K8Te12,1.426568
Fe4O14Rb16,2.66171
Cu20Se12Tl4,0.659046
B6S12Tl6,2.476916
Sc1Se2Tl1,1.166394
Cu4F14K6,3.29464
In4O16V4,4.074919
Cu2La6S14Sn2,2.748266
Cs1In5S8,2.151942
F32O8Os8,2.389947
F24Ir4,2.851339
As2K2Ni2O8,4.188802
Ag2Cl2O4,2.202747
La8O8Se6,1.042224
As8Na4O22,3.818543
Cr10Se16Tl2,1.028951
Ag6As2Se6,1.4330439999999998
O16Se4V2Y2,2.223208
As4Cd2Ge2,0.0911159999999999
Ba6Cr2O10,2.761462
Ca8Cl4Cr4O16,2.311092
O14P2Sr3Te1Zn3,4.785627
Ba4H2O18V6,3.043289
C8Cu4H8O16,3.946006
Ba8O20Pt2Ti4,3.422834
Ag4C2O6,1.957255
Bi8Cd4Ge4O24,2.961984
Ca1Se1,3.028541
Bi8K2Se13,1.302117
Ge4Na12Te12,1.868645
Cu4O16S4,3.345454
Br12Hg12Sb8Tl4,1.297701
Ge4K12O14,4.494221
Cl6K2Te1,3.306642
O14Rb4W4,3.590623
Na6P4Pb3S16,3.254924
Al2Mn2S14Y6,3.042578
K4P2Zn1,1.611624
Ag8Cd2Ge4S14,1.645217
Fe4Na12Se12,2.278679
Cs1F6O18S6Sb1,4.196756
H14N4O10P2V2,3.915729
Ba8In4S16,2.9434939999999994
Bi4O24Pb8V4,3.099857
Mg4Mo6O16,2.871742
La2Ni2O4,2.561908
Sb4Sn2Zn2,0.356555
Bi2Br1Lu1O4,2.640467
Fe1Nb1Sb1,1.227824
B2Cl6,6.224006
Cu1K6O8Si2,3.386042
K4O24Te8,2.093824
Co2K12S8,2.788071
Bi4Ni4O12,1.066464
F2S2Y2,2.236915
In4K8Na4Sb8,1.120002
N2S1Zr2,1.434801
Ga4S4,2.553598
Mn2Rb2Sb2,1.634095
Be4O7Te1,2.892269
Cu2H12O12Sr4,4.028371
K6P2Se32,1.873956
F4S4Y4,3.646403
Ag4Hg4O16V4,2.638469
Br12Cd4Tl4,3.808217
Br20K8N4O4Ru4,3.103946
Ca6Li2O12Os2,2.021532
Hg6K4S16Sn4,2.179346
As16Ge8,1.253428
Ag12O14Si4,1.332624
Ba2La1O6Ru1,2.237291
Bi4Ge6O18,4.221591
Cl12Na4,3.918435
Al16Te24,2.517248
Al4S8Zn2,3.3952710000000006
Bi2I1La1O4,2.023532
In6O24Sb10,3.396219
Fe4O24Se8Zn2,3.184919
Ba4Hf3S10,1.3955810000000004
Bi4I4,1.201153
Cl24Os2Se4,1.411825
Ca1Cu4O24Re3Sr8,1.858432
Ag4O4Rb4,2.717249
Cl2O8P2Sn4,3.497868
Al8Ca12Ge12,0.0546839999999999
K1Na2Sb1,1.277168
F18S3,8.544526000000001
Bi2O8Sb2,3.878955
Ga2Ge4Na2O12,4.153417
Cd1K2Se4Sn1,2.519223
Cs2Pd3Se4,1.849431
F2Mn2Sb2Sr2,1.527922
H8O16Pb12,3.647071
Br12Fe4K4,3.92056
Hf2N2O6Ta2,3.990498
F32S8W8,4.219567
Cu2Mg4O16V4,3.320427
Cu2K2Te2,1.499907
As4K12S16,3.152144
Bi16Cd8O32,3.898843
Cd4K22Sb10,1.182328
As2Hg1O6,2.390836
Au1Li1O14S4,3.487422
Ba8Cl16,6.432798
Cl16Co4Rb8,4.497846
Ba10Cr2N10,0.4603380000000001
Sb8Se12,1.035869
C8Ca2O8,5.322544
Ag8S12Si4,2.470208
Br2Pd1Se6,1.795825
Ge2In2O7,3.494612
B2Ca1O6Sn1,5.529825
Cr4Cs6I18,1.754989
Co6O16V4,2.8684579999999995
Ge4Na12Se14,2.491579
O2Pt1,2.956231
Bi4O22Ti8,3.301253
Ga2In2O10Zn4,2.851566
Cs4Se8Si2,2.86661
Ba2Fe1O6W1,1.816088
In2S4Zn1,0.9388085
Ag1N1O2,3.325447
Ag4Nb4O12,2.052807
In8Rb8Se16,2.418742
C8O8,8.001821
Au6F36Sb4,2.106854
Cu6Ge2O20P4,3.815465
C2Na2,4.759671
As1Ca2I1,2.287013
In2Se4Tl2,1.266666
K4Na4Se4,2.955867
Au4K4Se20,1.795357
Cl12Co1Sc7,0.6187270000000007
Cd1Cu2Si1Te4,1.064889
Cu4In4O32W8,1.341918
As4Cs4Se18Sn2,1.336254
H8N10Zn1,5.306801
Ba4S12,1.939723
Ag2P4Sc2Se12,2.492782
F11Na1V1Zr2,3.437478
Cl24Re2Se4,2.524261
Al2H2O10S2,7.727687
Cr4In4O12,2.92115
Sc8Se12,1.443925
Cl2Cu2La2O14Ta4,1.638648
Ba1Hg1O2,3.777862
I12Pb8S8Sb4,2.483754
As4Cl26Sb2,2.3154630000000003
Cu2Hf2Se6Tl2,1.237331
H8N2O14V6,2.4270240000000003
Cu1La4Li1O8,2.444417
Ba4N8O16,4.310362
F12O8Os4,2.188404
Ba2Br1Cu1O2,3.883264
B12H10K4N2O4,2.441431
Ca2Mn1O6Ti1,2.239711
Cd2Lu4S8,2.16172
K6S6,2.547581
Fe3H6K1O14S2,3.228518
Pt1Rb2S2,2.351297
K4O18Si6Ti2,4.841837
Al8Ca8O36Sn8,4.555531
Br2Cd1,4.059497
Ga2Te4Zn1,1.720997
Cl4V2,4.0707830000000005
Ag1Cr1S2,1.482975
Cl32Si12,5.910846
Ge4O4Sr12,0.81808
Ag4N8O24Rb4,4.247861
Br28P4,2.351911
Nb4O14Sn4,1.459686
Ba4In2Sb2Se10,1.390939
Cl6La8N2S6,4.08514
Au1Lu1Sn1,0.1056470000000002
Ag4K4O24P8,4.693617
As16F24S16,3.340424
Mg2Na4O8Si2,5.571454
Ba1Cu3H2O10V2,3.3156160000000003
C2H12N6Ni1S2,4.985602
Cu2Lu2O16W4,2.038487
Ce1Cl6Cs2,3.162277
Cl10Cr2Cs4H4O2,3.770489
Ge4Mg8Se16,2.238979
Ba4O12Ru4,0.238111
Li4Nb4O16Zn4,4.329478
N3Rb1,4.956521
Ba4C8,3.266677
Co2Li4O16W4,3.808654
Al1F6K2Li1,9.645546
Cl26Mo12Na2,3.547647
As8Si4Sr6,1.5036389999999995
K4Pd6S8,2.284837
Na9O15Re3,3.736535
Ba1C8N8Pt2Rb2,2.785326
C4I8O4Pt4,2.401774
Li4O14P4Pd2,3.029517
Na2O12Ru2Sr6,2.452275
Cl16Pb8,4.823049
Cr4Fe4P4,0.513764
As8S12,2.6214295
Cu4S8Y4,2.764788
Cs1I3Sn1,0.76336
Cr6S8,1.436466
As4Cu1H10O16,4.001868
Au4Cl8,1.634022
La4Rb4S16Si4,3.626168
Bi6Br2Se8,1.54619
Cs4Mo4O24P4,3.885842
As4Co4H4O20Sr4,3.781594
Co1Cu2S4Sn1,1.167797
K8N8O24,4.92782
Ge4In2K2O12,3.755734
Br2Se4Tl10,0.673265
Mn5O16Pb3V2,1.281451
Cu4H4O20Se4Tl4,3.631822
Ag6Li2O4,1.841594
Cl4La4Se4,2.135487
S2Zn2,3.5482495
As4I4Se4,1.7535489999999996
Ba2F12Ni2,3.395858
Ba1Cu5La4O12,2.156814
Cs4In6,0.154795
Cl24Ir4K12,3.496267
K4P4Pb4S16,3.31471
In2S6Zn3,0.656628
Ag8Mn2S12Sb4,2.143973
Mn4Na4O8,2.816392
F2Mg4N2,3.385604
As2Br2Hg6Se8,2.017197
Cl6Co2Cs2,3.312479
Cd12Rb8S16,2.754656
Ag2Cs4S8Sb2,2.491449
Ba8S16Sn4,2.8734220000000006
Cl28Rh4Se8,3.2294530000000004
As2B2Ba6O6,2.255554
Ge12Rh8S12,1.118079
C4Cl8Hg8N8,3.10341
O3W1,1.420132
I6Si2,3.870406
Ga9O2S13Tl3,3.128848
Bi4Br2In2Se8,1.765954
Al2Hg1Te4,1.7462559999999998
B2La12N6O12,2.090934
Li9N1S3,3.498401
Cl18Nb2Te2,2.858737
As16Cl4Cu4S12,2.705893
F20Hg6Nb4O8S2,3.199201
F2K2Nb4O12Sr2,3.183349
C2Co2O6,4.342264
Ba2Cd2F2Sb2,0.933666
Cl24Mo2Se4,1.415386
Ca1Sb2Zn2,0.208854
Cr2O6Y2,3.084581
Ag8K4S6,0.9070299999999998
Te2Tl1Y1,1.213243
Cr4S8Zn2,1.7508766666666666
Cl12Na2Sb2,3.349793
S32Tl32,1.339841
Ag2Rb4Se8V2,1.753126
As8Pt4,0.74957
S2Tl1Y1,2.116999
Cd1Ga2S4,3.11664
Ag4O22Te8,1.870719
O8Os2,4.529468
Ba2Cu1O6Te1,1.965293
Cu4K2Nb2S8,2.742609
Br4V2,3.831564
Hf2Pb2S8Tl4,1.4302039999999998
Ba8O20Re4,0.135153
Ga10H2O16,3.684332
Cu2O12Pt2Sr6,2.878051
H8N8Na1O12Rh1,4.370029
Ba2F1N1,1.962762
Li15O18Re3,3.337748
C12Cs4K2N12Rh2,7.060601
Li8O8Pb2,2.722158
Cr2Mn2O12Y4,1.986472
Cu2La2O2S2,3.000441
Ag2I6O18Pd2,2.804656
C4K3N4O2Re1,3.749801
Cl4Li4O8,4.446866
Br6Ni2Rb2,3.374182
Cu6Pb3S12Si3,2.25883
Cl14Rh2Te14,2.0257500000000004
Cd4O14P4,4.488681
La8N4Se6,2.41837
O16Sn4Sr8,4.1567955
Ca4Cu4Ge4H8O20,3.190581
Cu2Sn1Te4Zn1,0.379814
Bi8Pb4S16,1.5277580000000004
K2O6Sb2,4.186529
K1O3Ta1,3.32806
As4F48I4,2.738961
As4Na4O20V4,2.636495
As2Bi2O8,4.071243
F8S12Sn4Sr8,3.055516
Bi2Cu2Sr2,0.125362
As12In8K12,1.210445
Cu2N4P2,3.27734
Cl8Hg6S4Zn2,0.556047
I8N8S4,2.5413
Cd2Ga4O8,3.091139
Au4O20Se6,2.568096
As6Cu7O24Pb2,3.31359
Cl24Cs6Re6,1.782228
C2H16I2N10O6,3.338079
Fe2S4,0.9420354999999996
Br6Hg3,2.641241
In2O12Sb2Sr4,3.120456
F6Fe2Na4O8S2,3.749291
Cl2Fe6O16Pb8,2.905313
Mo2O12Y5,1.238134
O4S8Sb8,1.9084685
Cs2Cu4I6,3.275442
Fe4Nb8O24,2.275378
Al4Sb12Sr12,1.066248
Cu4Ge2Ni1S7,1.1588719999999997
Cl12S16W2,1.053804
H12K2O18S2V2,4.188469
Br10Co2Cs6,3.980844
Au4K4S8Sn2,2.539877
Hg4I4,2.550404
Al4Ba12P12,1.3087139999999997
Ag2F2S2Sr2,2.312078
B4F4O16Pb12,3.232053
N3Na1,5.0442325
Ca4Fe4Ge8O24,1.59421
K1La1Te2,2.314303
Li16N12Ta4,3.746719
Al4Hg2Se8,1.2325969999999995
N16Zr12,1.967376
C6Co2H6K2O12,4.483452
Pb8Se16Si4,2.304697
Ge2P4Zn2,1.833909
Cl8S28Te4,3.157015
Br18Ta2Te2,3.000943
O4Si4Sr12,0.856724
C4Hg1Mn1N4Se4,3.185081
Cr8Cu6La2O24,1.824506
Ca2H4O16Si4Zn4,5.561536
Cd2Cu4S8Si2,2.263188
